pl_name,pl_refname,pl_controv_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio
"Kepler-100 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.110000,,,0,0.020,0.101,-0.101,0,"[Fe/H]"
"HD 7924 b","<a refstr=HOWARD_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...696...75H/abstract target=ref> Howard et al. 2009 </a>",0,0.057000,,,0,-0.150,0.030,-0.030,0,"[Fe/H]"
"Kepler-136 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.132900,,,0,0.120,0.090,-0.160,0,"[Fe/H]"
"Kepler-288 d","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.281800,,,0,-0.220,0.290,-0.280,0,"[Fe/H]"
"Kepler-1012 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.058500,,,0,0.000,0.150,-0.150,0,"[Fe/H]"
"Kepler-940 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.305900,,,0,-0.080,0.180,-0.300,0,"[Fe/H]"
"Kepler-1086 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.118300,,,0,0.000,0.260,-0.300,0,"[Fe/H]"
"Kepler-400 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.085000,,,0,0.000,0.150,-0.150,0,"[Fe/H]"
"Kepler-590 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.064700,,,0,-0.040,0.220,-0.300,0,"[Fe/H]"
"Kepler-259 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.215500,,,0,-0.200,0.270,-0.280,0,"[Fe/H]"
"Kepler-780 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.014900,,,0,0.020,0.140,-0.140,0,"[Fe/H]"
"Kepler-724 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.043300,,,0,0.160,0.180,-0.260,0,"[Fe/H]"
"Kepler-11 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.090300,,,0,0.000,0.140,-0.140,0,"[Fe/H]"
"Kepler-772 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.105600,,,0,-0.060,0.270,-0.260,0,"[Fe/H]"
"HD 10180 f","<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>",0,0.492900,0.007800,-0.007800,0,0.080,0.010,-0.010,0,"[Fe/H]"
"HD 102329 b","<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...26J/abstract target=ref> Johnson et al. 2011 </a>",0,2.030000,0.050000,-0.050000,0,0.300,0.030,-0.030,0,"[Fe/H]"
"Kepler-1204 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.387700,,,0,-0.040,0.220,-0.300,0,"[Fe/H]"
"Kepler-1493 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.106600,,,0,-0.700,0.360,-0.280,0,"[Fe/H]"
"Kepler-1374 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.091800,,,0,-0.140,0.280,-0.280,0,"[Fe/H]"
"HD 45350 b","<a refstr=ENDL_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006AJ....131.3131E/abstract target=ref> Endl et al. 2006 </a>",0,1.920000,0.069000,-0.069000,0,0.190,,,0,"[Fe/H]"
"HD 34445 d","<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>",0,0.481700,0.003300,-0.003300,0,0.140,0.040,-0.040,0,"[Fe/H]"
"Kepler-673 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.045600,,,0,-0.080,0.280,-0.280,0,"[Fe/H]"
"Kepler-1223 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.118700,,,0,0.320,0.120,-0.250,0,"[Fe/H]"
"Kepler-243 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.060900,,,0,0.210,0.190,-0.230,0,"[Fe/H]"
"HD 12648 b","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0,0.540000,0.020000,-0.020000,0,-0.570,,,0,"[Fe/H]"
"HIP 109384 b","<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>",0,1.134000,0.029000,-0.029000,0,-0.260,0.030,-0.030,0,"[Fe/H]"
"HD 66141 b","<a refstr=LEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A.118L/abstract target=ref> Lee et al. 2012 </a>",0,1.200000,0.100000,-0.100000,0,-0.323,0.034,-0.034,0,"[Fe/H]"
"Kepler-1301 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.081500,,,0,-0.080,0.300,-0.260,0,"[Fe/H]"
"Kepler-1143 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.605000,,,0,-0.400,0.340,-0.280,0,"[Fe/H]"
"Kepler-415 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.044600,,,0,-0.180,0.320,-0.320,0,"[Fe/H]"
"Kepler-498 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.089700,,,0,0.020,0.200,-0.300,0,"[Fe/H]"
"Kepler-1387 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.031000,,,0,-0.020,0.300,-0.260,0,"[Fe/H]"
"Kepler-149 d","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.564200,,,0,0.280,0.150,-0.150,0,"[Fe/H]"
"Kepler-579 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.085400,,,0,0.100,0.250,-0.300,0,"[Fe/H]"
"Kepler-223 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.086900,,,0,-0.220,0.290,-0.260,0,"[Fe/H]"
"HD 37605 b","<a refstr=COCHRAN_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...611L.133C/abstract target=ref> Cochran et al. 2004 </a>",0,0.260000,0.010000,-0.010000,0,0.390,0.070,-0.070,0,"[Fe/H]"
"Kepler-150 d","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.104500,,,0,-0.140,0.260,-0.280,0,"[Fe/H]"
"Kepler-1602 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.107400,,,0,-0.080,0.250,-0.250,0,"[Fe/H]"
"Kepler-160 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.049800,,,0,-0.360,0.300,-0.260,0,"[Fe/H]"
"Kepler-1261 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.249000,,,0,0.180,0.220,-0.260,0,"[Fe/H]"
"Kepler-162 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.068000,,,0,-0.300,0.300,-0.300,0,"[Fe/H]"
"Kepler-1117 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.054600,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-204 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.114900,,,0,-0.020,0.150,-0.150,0,"[Fe/H]"
"Kepler-1602 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.100800,,,0,-0.160,0.230,-0.280,0,"[Fe/H]"
"Kepler-221 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.055900,,,0,-0.420,0.380,-0.260,0,"[Fe/H]"
"Kepler-334 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.165600,,,0,-0.080,0.150,-0.140,0,"[Fe/H]"
"Kepler-930 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.347500,,,0,-0.100,0.240,-0.300,0,"[Fe/H]"
"Kepler-304 e","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.024100,,,0,0.560,0.300,-0.300,0,"[Fe/H]"
"Kepler-392 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.061900,,,0,-0.300,0.240,-0.300,0,"[Fe/H]"
"Kepler-1316 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.379300,,,0,-0.220,0.280,-0.260,0,"[Fe/H]"
"Kepler-1505 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.190800,,,0,-0.200,0.270,-0.280,0,"[Fe/H]"
"Kepler-1546 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.136600,,,0,-0.020,0.260,-0.240,0,"[Fe/H]"
"Kepler-672 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.228800,,,0,0.070,0.170,-0.310,0,"[Fe/H]"
"Kepler-1497 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.083200,,,0,-0.020,0.230,-0.280,0,"[Fe/H]"
"Kepler-259 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.215500,,,0,-0.200,0.300,-0.300,0,"[Fe/H]"
"Kepler-866 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.033100,,,0,-0.140,0.300,-0.300,0,"[Fe/H]"
"Kepler-9 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.142300,,,0,0.120,0.100,-0.140,0,"[Fe/H]"
"Kepler-735 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.096600,,,0,0.210,0.190,-0.250,0,"[Fe/H]"
"Kepler-179 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.036100,,,0,-0.160,0.340,-0.280,0,"[Fe/H]"
"Kepler-158 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.111200,,,0,-0.240,0.340,-0.300,0,"[Fe/H]"
"Kepler-1056 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.162900,,,0,-0.480,0.360,-0.240,0,"[Fe/H]"
"Kepler-1079 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.123100,,,0,0.380,0.080,-0.280,0,"[Fe/H]"
"Kepler-1109 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.211600,,,0,-0.280,0.300,-0.260,0,"[Fe/H]"
"HD 34445 e","<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>",0,0.268700,0.001900,-0.001900,0,0.140,0.040,-0.040,0,"[Fe/H]"
"Kepler-877 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.130300,,,0,-0.020,0.280,-0.260,0,"[Fe/H]"
"Kepler-354 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.054200,,,0,-0.040,0.300,-0.300,0,"[Fe/H]"
"Kepler-861 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.046300,,,0,0.140,0.250,-0.300,0,"[Fe/H]"
"Kepler-999 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.066000,,,0,-0.060,0.120,-0.160,0,"[Fe/H]"
"Kepler-80 d","<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>",0,0.037200,0.000500,-0.000500,0,0.040,0.080,-0.080,0,"[Fe/H]"
"Kepler-265 e","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.312300,,,0,-0.280,0.150,-0.150,0,"[Fe/H]"
"Kepler-1398 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.039200,,,0,0.120,0.150,-0.150,0,"[Fe/H]"
"Kepler-1299 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.135700,,,0,-0.400,0.300,-0.300,0,"[Fe/H]"
"Kepler-658 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.018700,,,0,0.070,0.110,-0.110,0,"[Fe/H]"
"Kepler-256 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.027700,,,0,0.070,0.170,-0.310,0,"[Fe/H]"
"Kepler-1111 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.087200,,,0,0.070,0.150,-0.290,0,"[Fe/H]"
"OGLE-TR-111 b","<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>",0,0.046510,0.001110,-0.001110,0,0.190,0.070,-0.070,0,"[Fe/H]"
"Kepler-1050 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.122700,,,0,-0.080,0.220,-0.300,0,"[Fe/H]"
"Kepler-1135 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.343600,,,0,-0.240,0.300,-0.260,0,"[Fe/H]"
"Kepler-69 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.104800,,,0,-0.300,0.180,-0.120,0,"[Fe/H]"
"Kepler-886 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.067000,,,0,0.100,0.150,-0.150,0,"[Fe/H]"
"Kepler-928 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.044400,,,0,0.100,0.260,-0.260,0,"[Fe/H]"
"HD 77338 b","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0,0.060000,0.000000,0.000000,0,0.320,,,0,"[Fe/H]"
"Kepler-1477 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.091100,,,0,-0.140,0.350,-0.260,0,"[Fe/H]"
"47 UMa b","<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>",0,2.100000,0.022000,-0.022000,0,0.040,0.030,-0.030,0,"[Fe/H]"
"Kepler-400 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.086900,,,0,0.000,0.210,-0.300,0,"[Fe/H]"
"Kepler-1102 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.273100,,,0,-0.100,0.220,-0.300,0,"[Fe/H]"
"Kepler-179 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.063800,,,0,-0.140,0.300,-0.300,0,"[Fe/H]"
"Kepler-364 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.318500,,,0,-0.080,0.240,-0.320,0,"[Fe/H]"
"Kepler-235 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.035000,,,0,-0.360,0.120,-0.120,0,"[Fe/H]"
"Kepler-116 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.068400,,,0,-0.080,0.220,-0.340,0,"[Fe/H]"
"Kepler-1408 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.041700,,,0,-0.140,0.220,-0.300,0,"[Fe/H]"
"Kepler-987 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.444500,,,0,-0.060,0.220,-0.300,0,"[Fe/H]"
"Kepler-679 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.097800,,,0,-0.420,0.360,-0.260,0,"[Fe/H]"
"Kepler-976 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.421700,,,0,0.020,0.250,-0.300,0,"[Fe/H]"
"Kepler-253 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.088500,,,0,0.060,0.260,-0.280,0,"[Fe/H]"
"Kepler-1029 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.046800,,,0,-0.220,0.340,-0.260,0,"[Fe/H]"
"Kepler-507 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.047500,,,0,0.120,0.090,-0.160,0,"[Fe/H]"
"Kepler-1587 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.087800,,,0,0.040,0.140,-0.140,0,"[Fe/H]"
"Kepler-206 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.108400,,,0,0.060,0.120,-0.160,0,"[Fe/H]"
"Kepler-953 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.399600,,,0,0.420,0.060,-0.180,0,"[Fe/H]"
"Kepler-1410 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.247000,,,0,-0.200,0.100,-0.100,0,"[Fe/H]"
"Kepler-357 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.242900,,,0,0.060,0.260,-0.260,0,"[Fe/H]"
"Kepler-310 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.109300,,,0,-0.300,0.300,-0.260,0,"[Fe/H]"
